NAID,Box #,SHIP NAME,Month,Year,Actual File Name,Link to NAC,Hyperlink,,
7518711,12,Abnaki (ATF-96),December,1964,abnaki-atf-96-1964-12,http://research.archives.gov/description/7518711,abnaki-atf-96-1964-12,,
7518712,13,Abnaki (ATF-96),January,1965,abnaki-atf-96-1965-01,http://research.archives.gov/description/7518712,abnaki-atf-96-1965-01,,
7518713,13,Abnaki (ATF-96),February,1965,abnaki-atf-96-1965-02,http://research.archives.gov/description/7518713,abnaki-atf-96-1965-02,,
7518714,13,Abnaki (ATF-96),March,1965,abnaki-atf-96-1965-03,http://research.archives.gov/description/7518714,abnaki-atf-96-1965-03,,
7518715,13,Abnaki (ATF-96),April,1965,abnaki-atf-96-1965-04,http://research.archives.gov/description/7518715,abnaki-atf-96-1965-04,,
7518716,13,Abnaki (ATF-96),May,1965,abnaki-atf-96-1965-05,http://research.archives.gov/description/7518716,abnaki-atf-96-1965-05,,
7518717,13,Abnaki (ATF-96),June,1965,abnaki-atf-96-1965-06,http://research.archives.gov/description/7518717,abnaki-atf-96-1965-06,,
7518718,13,Abnaki (ATF-96),July,1965,abnaki-atf-96-1965-07,http://research.archives.gov/description/7518718,abnaki-atf-96-1965-07,,
7518719,13,Abnaki (ATF-96),August,1965,abnaki-atf-96-1965-08,http://research.archives.gov/description/7518719,abnaki-atf-96-1965-08,,
7518720,13,Abnaki (ATF-96),September,1965,abnaki-atf-96-1965-09,http://research.archives.gov/description/7518720,abnaki-atf-96-1965-09,,
7518721,13,Abnaki (ATF-96),October,1965,abnaki-atf-96-1965-10,http://research.archives.gov/description/7518721,abnaki-atf-96-1965-10,,
7518722,13,Abnaki (ATF-96),November,1965,abnaki-atf-96-1965-11,http://research.archives.gov/description/7518722,abnaki-atf-96-1965-11,,
7518723,13,Abnaki (ATF-96),December,1965,abnaki-atf-96-1965-12,http://research.archives.gov/description/7518723,abnaki-atf-96-1965-12,,
7422857,6,Abnaki (ATF-96),January,1966,abnaki-atf-96-1966-01,http://research.archives.gov/description/7422857,abnaki-atf-96-1966-01,,
17272183,6,Abnaki (ATF-96),February,1966,abnaki-atf-96-1966-02,http://catalog.archives.gov/id/17272183,abnaki-atf-96-1966-02,,
7422858,6,Abnaki (ATF-96),March,1966,abnaki-atf-96-1966-03,http://research.archives.gov/description/7422858,abnaki-atf-96-1966-03,,
7422859,6,Abnaki (ATF-96),April,1966,abnaki-atf-96-1966-04,http://research.archives.gov/description/7422859,abnaki-atf-96-1966-04,,
7422860,6,Abnaki (ATF-96),May,1966,abnaki-atf-96-1966-05,http://research.archives.gov/description/7422860,abnaki-atf-96-1966-05,,
7422861,6,Abnaki (ATF-96),June,1966,abnaki-atf-96-1966-06,http://research.archives.gov/description/7422861,abnaki-atf-96-1966-06,,
7422862,6,Abnaki (ATF-96),July,1966,abnaki-atf-96-1966-07,http://research.archives.gov/description/7422862,abnaki-atf-96-1966-07,,
7422863,6,Abnaki (ATF-96),August,1966,abnaki-atf-96-1966-08,http://research.archives.gov/description/7422863,abnaki-atf-96-1966-08,,
7422864,6,Abnaki (ATF-96),September,1966,abnaki-atf-96-1966-09,http://research.archives.gov/description/7422864,abnaki-atf-96-1966-09,,
7422865,6,Abnaki (ATF-96),October,1966,abnaki-atf-96-1966-10,http://research.archives.gov/description/7422865,abnaki-atf-96-1966-10,,
7422866,6,Abnaki (ATF-96),November,1966,abnaki-atf-96-1966-11,http://research.archives.gov/description/7422866,abnaki-atf-96-1966-11,,
7422867,6,Abnaki (ATF-96),December,1966,abnaki-atf-96-1966-12,http://research.archives.gov/description/7422867,abnaki-atf-96-1966-12,,
7422868,7,Abnaki (ATF-96),January,1967,abnaki-atf-96-1967-01,http://research.archives.gov/description/7422868,abnaki-atf-96-1967-01,,
7422869,7,Abnaki (ATF-96),February,1967,abnaki-atf-96-1967-02,http://research.archives.gov/description/7422869,abnaki-atf-96-1967-02,,
7422870,7,Abnaki (ATF-96),March,1967,abnaki-atf-96-1967-03,http://research.archives.gov/description/7422870,abnaki-atf-96-1967-03,,
7422871,7,Abnaki (ATF-96),April,1967,abnaki-atf-96-1967-04,http://research.archives.gov/description/7422871,abnaki-atf-96-1967-04,,
7422872,7,Abnaki (ATF-96),May,1967,abnaki-atf-96-1967-05,http://research.archives.gov/description/7422872,abnaki-atf-96-1967-05,,
7422873,7,Abnaki (ATF-96),June,1967,abnaki-atf-96-1967-06,http://research.archives.gov/description/7422873,abnaki-atf-96-1967-06,,
7422874,7,Abnaki (ATF-96),July,1967,abnaki-atf-96-1967-07,http://research.archives.gov/description/7422874,abnaki-atf-96-1967-07,,
7422875,7,Abnaki (ATF-96),August,1967,abnaki-atf-96-1967-08,http://research.archives.gov/description/7422875,abnaki-atf-96-1967-08,,
7422876,7,Abnaki (ATF-96),September,1967,abnaki-atf-96-1967-09,http://research.archives.gov/description/7422876,abnaki-atf-96-1967-09,,
17272245,7,Abnaki (ATF-96),October,1967,abnaki-atf-96-1967-10,http://catalog.archives.gov/id/17272245,abnaki-atf-96-1967-10,,
7422877,7,Abnaki (ATF-96),November,1967,abnaki-atf-96-1967-11,http://research.archives.gov/description/7422877,abnaki-atf-96-1967-11,,
7422878,7,Abnaki (ATF-96),December,1967,abnaki-atf-96-1967-12,http://research.archives.gov/description/7422878,abnaki-atf-96-1967-12,,
7422879,8,Abnaki (ATF-96),January,1968,abnaki-atf-96-1968-01,http://research.archives.gov/description/7422879,abnaki-atf-96-1968-01,,
7422880,8,Abnaki (ATF-96),February,1968,abnaki-atf-96-1968-02,http://research.archives.gov/description/7422880,abnaki-atf-96-1968-02,,
7422881,8,Abnaki (ATF-96),March,1968,abnaki-atf-96-1968-03,http://research.archives.gov/description/7422881,abnaki-atf-96-1968-03,,
7422882,8,Abnaki (ATF-96),April,1968,abnaki-atf-96-1968-04,http://research.archives.gov/description/7422882,abnaki-atf-96-1968-04,,
7422883,8,Abnaki (ATF-96),May,1968,abnaki-atf-96-1968-05,http://research.archives.gov/description/7422883,abnaki-atf-96-1968-05,,
7422884,8,Abnaki (ATF-96),June,1968,abnaki-atf-96-1968-06,http://research.archives.gov/description/7422884,abnaki-atf-96-1968-06,,
7422885,8,Abnaki (ATF-96),July,1968,abnaki-atf-96-1968-07,http://research.archives.gov/description/7422885,abnaki-atf-96-1968-07,,
7422886,8,Abnaki (ATF-96),August,1968,abnaki-atf-96-1968-08,http://research.archives.gov/description/7422886,abnaki-atf-96-1968-08,,
7422887,8,Abnaki (ATF-96),September,1968,abnaki-atf-96-1968-09,http://research.archives.gov/description/7422887,abnaki-atf-96-1968-09,,
7422888,8,Abnaki (ATF-96),October,1968,abnaki-atf-96-1968-10,http://research.archives.gov/description/7422888,abnaki-atf-96-1968-10,,
7422889,8,Abnaki (ATF-96),November,1968,abnaki-atf-96-1968-11,http://research.archives.gov/description/7422889,abnaki-atf-96-1968-11,,
7422890,8,Abnaki (ATF-96),December,1968,abnaki-atf-96-1968-12,http://research.archives.gov/description/7422890,abnaki-atf-96-1968-12,,
7422891,9,Abnaki (ATF-96),January,1969,abnaki-atf-96-1969-01,http://research.archives.gov/description/7422891,abnaki-atf-96-1969-01,,
7422892,9,Abnaki (ATF-96),February,1969,abnaki-atf-96-1969-02,http://research.archives.gov/description/7422892,abnaki-atf-96-1969-02,,
7422893,9,Abnaki (ATF-96),March,1969,abnaki-atf-96-1969-03,http://research.archives.gov/description/7422893,abnaki-atf-96-1969-03,,
7422894,9,Abnaki (ATF-96),April,1969,abnaki-atf-96-1969-04,http://research.archives.gov/description/7422894,abnaki-atf-96-1969-04,,
7422895,9,Abnaki (ATF-96),May,1969,abnaki-atf-96-1969-05,http://research.archives.gov/description/7422895,abnaki-atf-96-1969-05,,
7422896,9,Abnaki (ATF-96),June,1969,abnaki-atf-96-1969-06,http://research.archives.gov/description/7422896,abnaki-atf-96-1969-06,,
7422897,9,Abnaki (ATF-96),July,1969,abnaki-atf-96-1969-07,http://research.archives.gov/description/7422897,abnaki-atf-96-1969-07,,
7422898,9,Abnaki (ATF-96),August,1969,abnaki-atf-96-1969-08,http://research.archives.gov/description/7422898,abnaki-atf-96-1969-08,,
17272259,9,Abnaki (ATF-96),September,1969,abnaki-atf-96-1969-09,http://catalog.archives.gov/id/17272259,abnaki-atf-96-1969-09,,
7422899,9,Abnaki (ATF-96),October,1969,abnaki-atf-96-1969-10,http://research.archives.gov/description/7422899,abnaki-atf-96-1969-10,,
7422900,9,Abnaki (ATF-96),November,1969,abnaki-atf-96-1969-11,http://research.archives.gov/description/7422900,abnaki-atf-96-1969-11,,
7422901,9,Abnaki (ATF-96),December,1969,abnaki-atf-96-1969-12,http://research.archives.gov/description/7422901,abnaki-atf-96-1969-12,,
7422902,10,Abnaki (ATF-96),January,1970,abnaki-atf-96-1970-01,http://research.archives.gov/description/7422902,abnaki-atf-96-1970-01,,
7422903,10,Abnaki (ATF-96),February,1970,abnaki-atf-96-1970-02,http://research.archives.gov/description/7422903,abnaki-atf-96-1970-02,,
7422904,10,Abnaki (ATF-96),March,1970,abnaki-atf-96-1970-03,http://research.archives.gov/description/7422904,abnaki-atf-96-1970-03,,
7422905,10,Abnaki (ATF-96),April,1970,abnaki-atf-96-1970-04,http://research.archives.gov/description/7422905,abnaki-atf-96-1970-04,,
7422906,10,Abnaki (ATF-96),May,1970,abnaki-atf-96-1970-05,http://research.archives.gov/description/7422906,abnaki-atf-96-1970-05,,
7422907,10,Abnaki (ATF-96),June,1970,abnaki-atf-96-1970-06,http://research.archives.gov/description/7422907,abnaki-atf-96-1970-06,,
7422908,10,Abnaki (ATF-96),July,1970,abnaki-atf-96-1970-07,http://research.archives.gov/description/7422908,abnaki-atf-96-1970-07,,
7422909,10,Abnaki (ATF-96),August,1970,abnaki-atf-96-1970-08,http://research.archives.gov/description/7422909,abnaki-atf-96-1970-08,,
7422910,10,Abnaki (ATF-96),September,1970,abnaki-atf-96-1970-09,http://research.archives.gov/description/7422910,abnaki-atf-96-1970-09,,
7422911,10,Abnaki (ATF-96),October,1970,abnaki-atf-96-1970-10,http://research.archives.gov/description/7422911,abnaki-atf-96-1970-10,,
7422912,10,Abnaki (ATF-96),November,1970,abnaki-atf-96-1970-11,http://research.archives.gov/description/7422912,abnaki-atf-96-1970-11,,
7422913,10,Abnaki (ATF-96),December,1970,abnaki-atf-96-1970-12,http://research.archives.gov/description/7422913,abnaki-atf-96-1970-12,,
16972932,20,Abner Read (DD-526),February,1943,abner-read-dd-526-1943-02,http://catalog.archives.gov/id/16972932,abner-read-dd-526-1943-02,,
16973002,20,Abner Read (DD-526),March,1943,abner-read-dd-526-1943-03,http://catalog.archives.gov/id/16973002,abner-read-dd-526-1943-03,,
16973081,20,Abner Read (DD-526),April,1943,abner-read-dd-526-1943-04,http://catalog.archives.gov/id/16973081,abner-read-dd-526-1943-04,,
16973150,20,Abner Read (DD-526),May,1943,abner-read-dd-526-1943-05,http://catalog.archives.gov/id/16973150,abner-read-dd-526-1943-05,,
28894858,20,Abner Read (DD-526),June,1943,Abner-Read-DD-526-1943-06,http://catalog.archives.gov/id/28894858,Abner-Read-DD-526-1943-06,,
16973216,20,Abner Read (DD-526),July,1943,abner-read-dd-526-1943-07,http://catalog.archives.gov/id/16973216,abner-read-dd-526-1943-07,,
16973279,20,Abner Read (DD-526),September,1943,abner-read-dd-526-1943-09,http://catalog.archives.gov/id/16973279,abner-read-dd-526-1943-09,,
16973347,20,Abner Read (DD-526),October,1943,abner-read-dd-526-1943-10,http://catalog.archives.gov/id/16973347,abner-read-dd-526-1943-10,,
16973413,20,Abner Read (DD-526),November,1943,abner-read-dd-526-1943-11,http://catalog.archives.gov/id/16973413,abner-read-dd-526-1943-11,,
16973493,20,Abner Read (DD-526),December,1943,abner-read-dd-526-1943-12,http://catalog.archives.gov/id/16973493,abner-read-dd-526-1943-12,,
16973607,21,Abner Read (DD-526),January,1944,abner-read-dd-526-1944-01,http://catalog.archives.gov/id/16973607,abner-read-dd-526-1944-01,,
16973677,21,Abner Read (DD-526),February,1944,abner-read-dd-526-1944-02,http://catalog.archives.gov/id/16973677,abner-read-dd-526-1944-02,,
16973746,21,Abner Read (DD-526),March,1944,abner-read-dd-526-1944-03,http://catalog.archives.gov/id/16973746,abner-read-dd-526-1944-03,,
16973829,21,Abner Read (DD-526),April,1944,abner-read-dd-526-1944-04,http://catalog.archives.gov/id/16973829,abner-read-dd-526-1944-04,,
16973916,21,Abner Read (DD-526),May,1944,abner-read-dd-526-1944-05,http://catalog.archives.gov/id/16973916,abner-read-dd-526-1944-05,,
16973997,21,Abner Read (DD-526),June,1944,abner-read-dd-526-1944-06,http://catalog.archives.gov/id/16973997,abner-read-dd-526-1944-06,,
16974064,21,Abner Read (DD-526),July,1944,abner-read-dd-526-1944-07,http://catalog.archives.gov/id/16974064,abner-read-dd-526-1944-07,,
16974133,21,Abner Read (DD-526),August,1944,abner-read-dd-526-1944-08,http://catalog.archives.gov/id/16974133,abner-read-dd-526-1944-08,,
16974199,21,Abner Read (DD-526),September,1944,abner-read-dd-526-1944-09,http://catalog.archives.gov/id/16974199,abner-read-dd-526-1944-09,,
146162193,20,Abner Read (DD-526),August,1943,abner-read-dd-526-1943-08,http://catalog.archives.gov/id/146162193,abner-read-dd-526-1943-08,,
24432767,1,Abraham Lincoln (SSBN-602),January,1961,Abraham-Lincoln-SSBN-602-1961-01,http://catalog.archives.gov/id/24432767,Abraham-Lincoln-SSBN-602-1961-01,,
24432833,1,Abraham Lincoln (SSBN-602),February,1961,Abraham-Lincoln-SSBN-602-1961-02,http://catalog.archives.gov/id/24432833,Abraham-Lincoln-SSBN-602-1961-02,,
24432892,1,Abraham Lincoln (SSBN-602),March,1961,Abraham-Lincoln-SSBN-602-1961-03,http://catalog.archives.gov/id/24432892,Abraham-Lincoln-SSBN-602-1961-03,,
24432958,1,Abraham Lincoln (SSBN-602),April,1961,Abraham-Lincoln-SSBN-602-1961-04,http://catalog.archives.gov/id/24432958,Abraham-Lincoln-SSBN-602-1961-04,,
24433021,1,Abraham Lincoln (SSBN-602),May,1961,Abraham-Lincoln-SSBN-602-1961-05,http://catalog.archives.gov/id/24433021,Abraham-Lincoln-SSBN-602-1961-05,,
24433086,1,Abraham Lincoln (SSBN-602),June,1961,Abraham-Lincoln-SSBN-602-1961-06,http://catalog.archives.gov/id/24433086,Abraham-Lincoln-SSBN-602-1961-06,,
24433149,1,Abraham Lincoln (SSBN-602),July,1961,Abraham-Lincoln-SSBN-602-1961-07,http://catalog.archives.gov/id/24433149,Abraham-Lincoln-SSBN-602-1961-07,,
24433214,1,Abraham Lincoln (SSBN-602),August,1961,Abraham-Lincoln-SSBN-602-1961-08,http://catalog.archives.gov/id/24433214,Abraham-Lincoln-SSBN-602-1961-08,,
24433280,1,Abraham Lincoln (SSBN-602),September,1961,Abraham-Lincoln-SSBN-602-1961-09,http://catalog.archives.gov/id/24433280,Abraham-Lincoln-SSBN-602-1961-09,,
24433343,1,Abraham Lincoln (SSBN-602),October,1961,Abraham-Lincoln-SSBN-602-1961-10,http://catalog.archives.gov/id/24433343,Abraham-Lincoln-SSBN-602-1961-10,,
24433408,1,Abraham Lincoln (SSBN-602),November,1961,Abraham-Lincoln-SSBN-602-1961-11,http://catalog.archives.gov/id/24433408,Abraham-Lincoln-SSBN-602-1961-11,,
24433471,1,Abraham Lincoln (SSBN-602),December,1961,Abraham-Lincoln-SSBN-602-1961-12,http://catalog.archives.gov/id/24433471,Abraham-Lincoln-SSBN-602-1961-12,,
24433536,1,Abraham Lincoln (SSBN-602),March,1962,Abraham-Lincoln-SSBN-602-1962-03,http://catalog.archives.gov/id/24433536,Abraham-Lincoln-SSBN-602-1962-03,,
24433601,1,Abraham Lincoln (SSBN-602),June,1962,Abraham-Lincoln-SSBN-602-1962-06,http://catalog.archives.gov/id/24433601,Abraham-Lincoln-SSBN-602-1962-06,,
24433664,1,Abraham Lincoln (SSBN-602),August,1962,Abraham-Lincoln-SSBN-602-1962-08,http://catalog.archives.gov/id/24433664,Abraham-Lincoln-SSBN-602-1962-08,,
24433729,1,Abraham Lincoln (SSBN-602),September,1962,Abraham-Lincoln-SSBN-602-1962-09,http://catalog.archives.gov/id/24433729,Abraham-Lincoln-SSBN-602-1962-09,,
24433792,1,Abraham Lincoln (SSBN-602),November,1962,Abraham-Lincoln-SSBN-602-1962-11,http://catalog.archives.gov/id/24433792,Abraham-Lincoln-SSBN-602-1962-11,,
24433855,1,Abraham Lincoln (SSBN-602),December,1962,Abraham-Lincoln-SSBN-602-1962-12,http://catalog.archives.gov/id/24433855,Abraham-Lincoln-SSBN-602-1962-12,,
79783677,16,Abraham Lincoln (SSBN-602),January,1963,Abraham-Lincoln-SSBN-602-1963-01,http://catalog.archives.gov/id/79783677,Abraham-Lincoln-SSBN-602-1963-01,,
79783744,16,Abraham Lincoln (SSBN-602),February,1963,Abraham-Lincoln-SSBN-602-1963-02,http://catalog.archives.gov/id/79783744,Abraham-Lincoln-SSBN-602-1963-02,,
79783805,16,Abraham Lincoln (SSBN-602),March,1963,Abraham-Lincoln-SSBN-602-1963-03,http://catalog.archives.gov/id/79783805,Abraham-Lincoln-SSBN-602-1963-03,,
79783872,16,Abraham Lincoln (SSBN-602),April,1963,Abraham-Lincoln-SSBN-602-1963-04,http://catalog.archives.gov/id/79783872,Abraham-Lincoln-SSBN-602-1963-04,,
79783937,16,Abraham Lincoln (SSBN-602),May,1963,Abraham-Lincoln-SSBN-602-1963-05,http://catalog.archives.gov/id/79783937,Abraham-Lincoln-SSBN-602-1963-05,,
79784004,16,Abraham Lincoln (SSBN-602),June,1963,Abraham-Lincoln-SSBN-602-1963-06,http://catalog.archives.gov/id/79784004,Abraham-Lincoln-SSBN-602-1963-06,,
79784069,16,Abraham Lincoln (SSBN-602),July,1963,Abraham-Lincoln-SSBN-602-1963-07,http://catalog.archives.gov/id/79784069,Abraham-Lincoln-SSBN-602-1963-07,,
